pair_id,question_id_1,title_1,body_excerpt_1,tags_1,question_id_2,title_2,body_excerpt_2,tags_2,initial_label,label_code,annotation_reason,title_similarity,same_baseline_cluster,review_status,reviewer_label,reviewer_name,review_notes
P035,27336520,"PLS-00103: Encountered the symbol ""end-of-file"" when expecting one of the following: := . ( @ % ;","What is wrong with my PLSQL? CREATE OR REPLACE PROCEDURE REGISTRO_CLIENTE_TARJETA( v_nombre IN VARCHAR2, v_ap_paterno IN VARCHAR2, v_ap_paterno IN VARCHAR2, v_rfc IN VARCHAR2, v_email IN VARCHAR2, v_direccion IN VARCHAR2, v_numero IN VARCHAR2, v_num_seg IN VARCHAR2, v_mes_exp IN VARCHAR2, v_anio_exp",oracle-database|plsql|oracle11g|sqlplus,32862123,"PLS-00103: Encountered the symbol ""IF"" when expecting one of the following in oracle function","I am writing the below function in which i am getting error as PLS-00103: Encountered the symbol ""IF"" when expecting one of the following: ( - + case mod new null &lt;an identifier&gt; . I know this error is coming at the line where i am trying to append if condition with THRESHOLD_MIN_ALERT string ",oracle-database|function|if-statement|plsql,相关但不重复,0,共享错误码pls-00103，但具体环境或解决目标可能不同,0.6855,1,待人工复核,,,
P036,11414094,hibernate oracle identifier is too long ORA-00972,"Im stuck with this problem. The database schema is provided by someone else so I cant simply change names. I tried add everywhere proper annotations, maybe I'm missing something (obvious)? Here is my full mapping (quite many classess), I'll ommit getter/setters. The problem is when hibernate is tryi",java|oracle-database|hibernate|oracle11g,61912390,SQLAlchemist and Oracle: ORA-00972: identifier is too long,"I have this code snippet: ora_engine = create_engine( f'oracle+cx_oracle://{user}:{pwd}@{dsn}', echo=True, max_identifier_length=30) ora_engine.connect() OraSession = sessionmaker(bind=ora_engine) ora_session = OraSession() Base = declarative_base() class AbcdefgAttrib(Base): __tablename__ = 'ABCDEF",oracle-database|sqlalchemy,相关但不重复,0,共享错误码ora-00972，但具体环境或解决目标可能不同,0.6850,1,待人工复核,,,
P037,47005505,cx_Oracle.DatabaseError: ORA-12514: TNS:listener does not currently know of service requested in connect descriptor,"I am trying to do a sanity testing of newly installed Oracle client 12.2 in RHEL 7 linux from a Python program, but it fails with the above error, not sure what I am missing on there. Please help with this case : cx_Oracle.DatabaseError: ORA-12514: TNS:listener does not currently know of service req",python|linux|oracle-database|database-connection|cx-oracle,55322654,"expressjs oracledb { [Error: ORA-12514: TNS:listener does not currently know of service requested in connect descriptor] errorNum: 12514, offset: 0 }","I connect with DBeaver to Oracle Database Express Edition 11g successfully but when i want to connect with nodeJS my code is const oracleApp = express(); const oracledb = require('oracledb'); const config = { user: 'TEST', password: 'TEST', connectString: 'localhost:1521/XE' }; async function getStu",node.js|oracle-database|express|node-oracledb,相关但不重复,0,共享错误码ora-12514，但具体环境或解决目标可能不同,0.6830,1,待人工复核,,,
P038,12528114,Regular expression in Oracle,"I want to fetch a string pattern in column of table. I am using a query like select CALCULATION_DETAILS from DS_ELEMENT_CALC_PROPERTY where REGEXP_LIKE(CALCULATION_DETAILS, 'fm.get'); I am not able to figure out the exact regexp for my requirement. CALCULATION_DETAILS is clob and it contains a very ",sql|regex|database|oracle-database|database-administration,33179594,Subexpression in regular expression Oracle,"Why do we need a subexpression in regular expressions in Oracle? It is new feature of Oracle 11g, we can specify which subexpression from pattern we want to find. We can use this parameter in REGEXP_SUBSTR and REGEXP_INSTR . Here is an example from docs: SELECT REGEXP_INSTR('1234567890', '(123)(4(56",sql|regex|oracle-database|oracle11g,相关但不重复,0,属于相同技术主题，但操作对象、输入条件或具体诉求不同,0.6810,1,待人工复核,,,
P039,8661749,Could not load file or assembly Oracle.DataAccess,"I have an asp.net mvc (EF) project , I had downloaded oracle data provider with version 4.112.2.50 -32bit on my pc when moving project to windows server 2008 (I have the same version of odp-64bit) I have the below problem: Could not load file or assembly 'Oracle.DataAccess' or one of its dependencie",asp.net-mvc|oracle-database|entity-framework|entity-framework-4|odp.net,38898818,Could not load file or assembly 'Oracle.ManagedDataAccess.EntityFramework,"I'm getting this error when i want to start my asp.net web app The given assembly name or codebase was invalid. (Exception from HRESULT: 0x80131047) ... Line 22: { Line 23: public ApplicationDbContext() Line 24: : base(""DefaultConnection"", throwIfV1Schema: false) Line 25: { Line 26: } Its MVC web ap",c#|asp.net|.net|oracle-database|entity-framework,相关但不重复,0,属于相同技术主题，但操作对象、输入条件或具体诉求不同,0.6785,1,待人工复核,,,
P040,52993105,ORACLE how to use RANK function,"Good Morning, I can not get the result what I want right now. for example my code is select a.donor_id AS ID , a.date_of_record , RANK() OVER (PARTITION BY a.donor_id,a.date_of_record ORDER BY date_of_record) r_nk from table a The result is ID ----------------Date_of_record-----r_nk 012 12/14/2017 1",sql|oracle-database|window-functions,68490267,Using Oracle Rank function,"select product_name,start_tm,end_tm,load_date,bus_dt from A.product Output : Product_name start_tm end_tm Load_date bus_dt Pencil 01-jul-21 12:00 am 01-jul-21 12:30 am 03-jul-21 01-jul-21 Pencil 01-jul-21 04:00 am 01-jul-21 04:30 am 03-jul-21 01-jul-21 Eraser 01-jul-21 01:00 am 01-jul-21 01:30 am 01",oracle-database,相关但不重复,0,属于相同技术主题，但操作对象、输入条件或具体诉求不同,0.6772,1,待人工复核,,,
P041,41771967,SQL command not properly ended with WHERE statement,"With this statement: SELECT CITY, LENGTH(CITY) FROM STATION ORDER BY LENGTH(CITY) WHERE ROWNUM = 1; why do I get this error: ERROR at line 1: ORA-00933: SQL command not properly ended SELECT CITY, LENGTH(CITY) FROM STATION ORDER BY LENGTH(CITY) WHERE ROWNUM = 1",sql|oracle-database,46244535,JDBC SQL command not properly ended,"Below is my jdbc Query: Connection con = DB_Connection.get_dbConnectionSingleTime(""TESTA2"", ""ao3652"", ""reset123"", ""Oracle""); String premium = ""Premiums""; String query = ""SELECT * FROM ELP_COUNTRY,ELP_COUNTRY_Tax where""+ ""ELP_COUNTRY.COUNTRY_ID=Elp_Country_Tax.Country_Id""+ ""and ELP_COUNTRY.DESCRIPTIO",oracle-database|jdbc,相关但不重复,0,属于相同技术主题，但操作对象、输入条件或具体诉求不同,0.6760,1,待人工复核,,,
P042,53946480,Wrong number or types of arguments in call to procedure with use zxJDBC,"I took official example from http://www.jython.org/archive/21/docs/zxjdbc.html : Oracle &gt;&gt;&gt; c = db.cursor() # open the database as in the examples above &gt;&gt;&gt; c.execute(""create or replace function funcout (y out varchar2) return varchar2 is begin y := 'tested'; return 'returned'; end",python|oracle-database|jdbc|plsql|jython,47257250,PLSQL Store cursor with unknown data type in a variable (using FETCH INTO),"I am new to PLSQL and trying to accomplish the following: loop through all columns in the user's schema and output unique values for each column. I am attempting this with a nested cursor, the initial cursor being each column and the nested cursor being the unique values for each column. The problem",oracle-database|plsql|nested|cursor,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0786,0,待人工复核,,,
P043,19006685,Why is FetchSize setting in ODP.NET affected by connection pooling?,A number of blogs and sites mention increasing FetchSize of OracleDataReader to improve performance when fetching big volumes of data (e.g. thousands of rows). There are some documented experiments with exact numbers on this like: http://metekarar.blogspot.com/2013/04/performance-improvement-for-odp,oracle-database|odp.net,63452973,Oracle Format Models Million / Billion,"I am looking to take a number, and truncate / round it and display it with a notation indicator like this: 10000000 --&gt; 10M 1000000045.76 --&gt; 100B If &lt; 1 Million, just leave it as is. If &gt;= 1 Million, display the M / B / T notation. Does Oracle have a format model for this?",oracle-database|numeric|notation,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0629,0,待人工复核,,,
P044,20668815,Copy datatable to another datatable in oracle while preserving changes and existing rows,"I have to transfer data from a data table to oracle table. But one of the column is primary key, so when I try to execute my code for second time it shows error - Unique constraint violated. Is there any class or method for datatable ,such that when I copy the data into datatable it checks internall",c#|oracle-database|datatable,58356299,Oracle-speed up query,"This query find what W_G of K2 is(ex: 'L_E' is found by'E1'). Then it find what K1 is(ex: 'IS' is found by 'E1'). Then it find what K4, K5 depending on K1,K2('30','10' by 'IS' and 'C01A'). To speed up this query, Are there any things to modify this query? Execution plan is as below. ----------------",sql|oracle-database|query-performance,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0550,0,待人工复核,,,
P045,52395235,Oracle sql developer connection - Status : Failure -Test failed: IO Error: The Network Adapter could not establish the connection,"I download oracle sql developer ""Windows 64-bit with JDK 8 included"" from oracle website /download section. I unzipped it and tried to make a connection. I tried couple of options but I am getting ""Status : Failure -Test failed: IO Error: The Network Adapter could not establish the connection"" error",oracle-database|database-connection|oracle-sqldeveloper,42243151,Request Body of REST Call using utl_http through Oracle 12c DB having 78000 chars,"I have tried the following way to make the http call : v_doc_fin clob; if v_doc_fin is not null then DBMS_OUTPUT.PUT_LINE (v_doc_fin); req := utl_http.begin_request(url, 'POST',' HTTP/1.1'); utl_http.set_header(req, 'user-agent', 'mozilla/4.0'); utl_http.set_header(req, 'content-type', 'application/",oracle-database|rest|oracle12c,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0371,0,待人工复核,,,
P046,13580245,Sending an array of values to Oracle procedure to use in WHERE IN clause,"I have a stored procedure in Oracle as shown below: CREATE PROCEDURE MY_TEST_PROC( CUR OUT SYS_REFCURSOR, PARAM_THAT_WILL_BE _USED_INSIDE_WHERE_IN ) AS BEGIN OPEN CUR FOR SELECT * FROM MY_TABLE WHERE COL1 IN (here I want to put values received from C#) END; On the ASP.NET application side I have a s",c#|asp.net|oracle-database|csv|stringtokenizer,73181591,Display city names which start and end with vowels,"I have been trying to write a SQL query to get city names start and end with vowels only. Code: select distinct city from station where REGEXP_LIKE (city, '^(a|e|i|o|u).*(a|e|i|o|u)$'); This above query gives me the wrong answer. I am using Oracle.",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0443,0,待人工复核,,,
P047,72033937,update index to a different tablespace when changing a non-partitioned table to partitioned table,Oracle docs gives the following statement as an example to add partitions to non-partitioned table and update indexes as well. I am wondering if if is possible to move the index to a different tablespace in this statement? ALTER TABLE employees_convert MODIFY PARTITION BY RANGE (employee_id) INTERVA,sql|oracle-database|indexing|database-partitioning,22754833,How to Connect oracle db with JSP,I am a new for JSP and I dont know any information about connection of oracle with JSP can anyone help me step by step?,oracle-database|jsp,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0738,0,待人工复核,,,
P048,77082579,Connecting to oracle database via Oracle wallet not working in go application,"I have requirement to connect to oracle database via Oracle wallet in go application. I referred: pure-standalone.go Below is code snippet from my application: connectionUrl := go_ora.BuildUrl(Host, 1522, &quot;db_service&quot;, &quot;user&quot;, &quot;pwd&quot;, nil) connectionUrl += &quot;?TRACE F",oracle-database|go,17878222,Oracle query concatenate date,"I have the following query: select * from mytable where to_char(mydate,'mm/dd/yyyy') between ('05/23/2013') and ('06/22/2013') I need to change it to make dynamically so that I won't modify it every month from 05/23/2013 to 06/23/2013 for example: ('05/23/' + (select to_char(sysdate, 'yyyy') from du",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0623,0,待人工复核,,,
P049,22177780,What data structure to use in order to sort this data in PL/SQL?,"This is Oracle 11.2g. In a PL/SQL function, I've got a loop whereby each iteration, I create a string and an integer associated with that string. The function returns the final concatenation of all the generated strings, sorted (depending on a function input parameter), either alphabetically or by t",arrays|oracle-database|sorting|plsql|oracle11g,75655922,Ports won't open on OCI subnet,"I am using Oracle Cloud (free tier) and the ports will not open. Using Ubuntu 22.04 LTS and cannot contact Oracle for support as the free tier doesn't include it. I have tried opening ports by specifying them, and just opening all ports (to be clear this is not what I intend to do, I am just attempt",oracle-database|network-programming|oracle-cloud-infrastructure,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0766,0,待人工复核,,,
P050,69831459,Need help transposing rows to columns in Oracle SQL query,"I have 2 different data sources in an Oracle DB. This is just a SQL connection to the Oralce DB (not PL SQL). 1st source is an application table with an app ID and a large list of attributes 2nd source is a table of contacts. each contact has an app ID (logical_name), a type, a contact an email and ",sql|oracle-database|pivot,47852018,Have a standalone layer to access Database,"If I have multiple applications, each access its own database via direct JDBC call, or via Hibernate, does it make sense to have another layer of objects which read requests from applications, return results if found in this layer, if not found, go to the database to retrieve it, acting like a cache",java|oracle-database|hibernate,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0788,0,待人工复核,,,
P051,2968378,"How to create select SQL statement that would produce ""merged"" dataset from two tables(Oracle DBMS)?","Here's my original question: merging two data sets Unfortunately I omitted some intircacies, that I'd like to elaborate here. So I have two tables events_source_1 and events_source_2 tables. I have to produce the data set from those tables into resultant dataset (that I'd be able to insert into thir",oracle-database|insert-update|sql,72624244,dynamic sql in oracle passing data para,I need to convert this in dynamic sql in oracle passing data para Select * from Student where effective_date = '30-APR-2022'; set serveroutput on; declare date_ varchar2(100) := '30-APR-2022'; sql_stmt varchar2 (10000); begin sql_stmt := 'select * from student where effective_date = ''' ||to_char (d,oracle-database|oracle-sqldeveloper|dynamic-sql,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0691,0,待人工复核,,,
P052,4878976,Other ways of doing this query?,"I have the following tables: Animals (animal_id, producer_id, ...) Producers (prod_id, ...) BoughtAnimals (animal_id (fk), ...) and I'd like to make a query that tells me for each producer, how many animals it has, and how many of those animals were bought. After much thought, I tried the following ",sql|database|oracle-database,73450147,select varchar dataype with commas as number,"I have a table in a database. it has a column name charges with datatype varchar. I want to change the data type to number. CAST functions don't work because it has commas. What could be a way to select data from the charges table as numeric? I can not alter the database. select e. con_num, c.charge",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0320,0,待人工复核,,,
P053,54790172,JSON String to CLOB object,"I am creating new dbms_job, using java code, job is creating successfully but processing it is failing to call job_action. in job_action I am calling procedure to invoke oracle loaded java code. the clob is consist of json string. Seems json format is causing issue in oracle.sql.Clob object. I am no",java|oracle-database|procedure|clob|dbms-job,30459472,ORACLE APEX PL SQL Procedure Error,"I keep getting a the error: success with compilation error. What am I doing wrong with my code? I tried it in sqlfiddle but I get an invalid SQL statement error. As far as I know, this is the correct syntax for PL/SQL create or replace PROCEDURE PRC_CALC (W_ORDERID_IN IN NUMBER) AS W_PARTSERVICEID V",oracle-database|plsql|oracle11g|oracle-apex|procedure,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0600,0,待人工复核,,,
P054,70117658,Oracle SQL or PL/SQL: Add multiple columns in MATCH_RECOGNIZE with different calculations or computed columns,"Happy Thanksgiving!! This post is for learning and educational purpose only Structure of table, insert statements and SQL query are updated in below db fiddle link to keep this post clean and short. Please refer below link: db&lt;&gt;fiddle I am trying to calculate &quot;7 Days moving average&quot; ",sql|oracle-database|match-recognize,51200928,fast fetching data using table function oracle apex,"Is there a way to solve the ""ORA-01422 fetch return more than requested number of >rows"" without using for loop to return value for table functions?Fetching data using for loop to use that data for oracle application using APEX becomes slower.",oracle-database|plsql|oracle11g|plsqldeveloper|oracle-apex-5,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0338,0,待人工复核,,,
P055,41705665,Restoring from oracle incomplete cold backup,"My Database is running in No-Archive Log mode. Control files and redo log files are multiplexed on two drives, say A and B. C drive has the rest of the files. I did a cold backup and did only A and C (no B). Now, when restoring, I copied control file from A do B. That was ok with control files to go",database|oracle-database|data-recovery,76516712,Get data between specific set of months in SAS PROC SQL,"I have a dataset where the date is in the 20-JUN-23 format. I want to filter the data such that I can get all the data between 1-MAR-23 and 30-APR-23. If current month is 6 then I want data between 3rd and 4th month. When we enter July (7th month), I want data between April (4th Month) and May (5th ",oracle-database|sas|proc-sql,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0606,0,待人工复核,,,
P056,37305825,Update fields based on other fields in the table,table id | term | parent | prev_id | title ---+------+--------+---------+------- 1 | 2015 | 2 | 0 | red child 2 | 2015 | 0 | 0 | 2015 parent 3 | 2015 | 2 | 0 | green child 4 | 2015 | 2 | 0 | blue child -----------------------------+------------ 5 | 2016 | 0 | 1 | red child 6 | 2016 | 0 | 2 | 2016 pa,sql|oracle-database,65109748,check if string has the format : 2 lettes au max following with numbers with regexp_like oracle,"Could you please tell me the expression regexp_like to check if a string has the format which begins with one or two letters max followed by numbers. For example, like 'A25', 'AB567'. Thanks",regex|oracle-database|regexp-like,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0503,0,待人工复核,,,
P057,33179818,Using a to_char function inside a case statement with Oracle APEX,"I was working on Oracle APEX writing a query which gives a list of the upcoming birthdays of students in 2016 and orders them chronologically. This worked and I used the following code: SELECT first_name, last_name, to_date(concat(to_char(date_of_birth, 'dd-mm'), '-2016'), 'dd-mm-yyyy') AS birthday ",sql|oracle-database|oracle-apex|case-statement|to-char,63241108,ORACLE updating records with 1 to many table relationship in a trigger,"I'm stuck, I don't know what I'm doing wrong, I need some help! Given a table PERSON which maps to a person: create table person ( ID integer, registration_number varchar(9), primary_number varchar(9), women_act varchar(1) ); Given a table CONSOLIDATED_NUMBERS which specifies a mapping between multi",oracle-database|plsql|triggers,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0444,0,待人工复核,,,
P058,66649721,displays only 1 data,"I tried to query data, but the data is more than 1. I want to display only 1 data, which is the first data. Query : SELECT DISTINCT a.country_id, a.street_address, a.city, a.phone_number, a.location_id, b.ket FROM LOCATIONS a LEFT OUTER JOIN (SELECT DISTINCT y.country_id, y.country_name || ' ' || z.",sql|oracle-database|oracle11g,24703637,Warning: oci_parse(): ORA-01756: quoted string not properly terminated - Where? I cannot find it,"I am getting this error: Warning: oci_parse(): ORA-01756: quoted string not properly terminated in &lt;DIRECTORY&gt; on line 200 Warning: oci_execute() expects parameter 1 to be resource, boolean given in &lt;DIRECTORY&gt; on line 201 In reference to this code (line 200/201 marked): $testSQL = ""inse",php|sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0517,0,待人工复核,,,
P059,4938541,Is character set from the user or the database?,"I'm trying to figure out where our project went wrong. A long time ago, our database administrator created a user and a schema for the project we were working on. We gave that user to a contractor who created the tables and installed the application. Today I discovered that our database doesn't supp",oracle-database|utf-8|oracle10g|oracle11g,1631032,OC4J orion-application.xml - elements and attributes mapped to deployment plan properties,I read in oracle docs a sentence like this: &quot;Each property maps to an element attribute in the orion-application.xml descriptor.&quot; These properties are from deployment plan and I need to know what is the name of the element in orion-application.xml which is mapped to webSiteBinding property,xml|oracle-database|deployment|configuration|oc4j,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0485,0,待人工复核,,,
P060,28884601,Array within in clause,"I have several sqls that I am running as part of a large db script. There are often conditions which are repeated over several of the sqls. For example update phone_numbers set num = 'abc' where id not in (1,2,4,5,6,8); update fax_numbers set num = 'abc' where id not in (1,2,4,5,6,8); update email_a",sql|oracle-database,21046818,Orace/SQL multiple group by,"I can't seem to get my head around this... I have the following statement: select aT.PieceNo, count(*) from send_piece aT where message_no in (7104, 7113) and aT.Created &gt; To_Timestamp('01-JAN-14 00:00:00', 'DD-MON-YY HH24:MI:SS') group by aT.PieceNo; In this grouped list, there will be many reco",sql|oracle-database|group-by,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0367,0,待人工复核,,,
P061,37158763,create a table with composed primary keys,"I have a table: course --------- id_course id_groupe (references a table named group) id_module (references a table named module) In my case a course can be shared by many groups. My question is : it is correct to choose the primary key composed of (id_course , id_group )? and is there any other way",oracle-database|oracle11g,25931948,how to fix this jpa/hibernate oracle error,"I use the following code to build up a query in jpa with hibernate 4.1.9.Final as the implementation: if (!StringUtils.isBlank(filterText)) { String search = ""%"" + request.getPaging().getFilter().getFilterText().trim().toLowerCase() + ""%""; String dateSearch = search; try { dateSearch = ""%"" + DateTim",java|oracle-database|hibernate|jpa,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0795,0,待人工复核,,,
P062,42290519,How to display first name in single line?,"I'm learning oracle sql. I'm just trying to display all the employees first name from 'Employee' table in single line with comma separation. ex: john,alex,rosy I'm using SQL*Plus for running the query.",sql|oracle-database|string-aggregation,10312904,Oracle - Excel view,Im using Oracle XE11g and Excel 2007. I've created a View in SQL Developer which selects fields from multiple tables. The intention is to allow Excel to import this View using ODBC. The problem is that the view isn't giving the data the way I want it in Excel If I use my created view into Excel I ge,sql|oracle-database|excel,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0800,0,待人工复核,,,
P063,49533313,PL/SQL : How to accept input inside procedure,I have the below procedure in which I need to accept the schema name. The procedure will be executed only in that schema. CREATE OR REPLACE PROCEDURE my_procedure() AS BEGIN FCSCHEMA VARCHAR2(20) := :SCHEMA; --How to accept the parameter and pass it on to below code. result := FCSCHEMA.my_package.my,oracle-database|plsql|parameter-passing,23852777,Oracle Import dump files to another user(schema),"I am very new to DBA works. I have already exported (expdp) table and saved the dump files in a directory. I don't know the password of SCOTT user (default &amp; example user). I want to import my tables to scott, but how can I? I am able to import (impdp) the table to system schema because I can do",oracle-database|database-administration|datapump|impdp,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0645,0,待人工复核,,,
P064,44301595,ORA-20000: Oracle Text error: DRG-10599: column is not indexed,"Hello I cant really make this sql workin because error column is not indexed (when i was using just like ""="" it was all right) but I need contains for lazy typing purposes. I was searching the net, but the examples are always on so much different concept, than I have here. Can someone make example f",c#|oracle-database|indexing|visual-studio-2015|contains,63917286,Clean way to custom sort,"I'm trying to write a SELECT request with custom sorts. Values on the STATE column can be active , suspended , inConstruction , and I need them sorted in this order. I did something like this: select c.id, c.state from client c where other_conditions = TRUE and c.state in ('active', 'suspended', 'in",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0698,0,待人工复核,,,
P065,39302557,How to Insert data to tables having references each other in ORDBMS?,"CREATE TYPE Dept_t1 / CREATE TYPE Emp_t1 AS OBJECT( eno number(4), ename varchar2(15), edept ref dept_t1, salary number(8,2)); / CREATE TYPE Dept_t1 AS OBJECT( dno number(2), dname varchar2(12), mgr ref emp_t1); / CREATE TYPE Proj_t1 AS OBJECT( pno number(4), pname varchar2(15), pdept ref dept_t1, b",oracle-database|database-design|oracle-sqldeveloper|oracle12c|object-relational-model,64245284,Double ON in mssql query,"I have some queries written by mssql syntax, which have similar construction: SELECT [some columns] FROM Table1 RIGHT OUTER JOIN Table2 INNER JOIN Table3 ON [some conditions] INNER JOIN Table4 ON [some conditions] INNER JOIN Table5 ON [some conditions] LEFT OUTER JOIN Table6 ON [some conditions] ON ",sql|sql-server|oracle-database|join,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0783,0,待人工复核,,,
P066,53262509,oracle job only running manually,"PROCEDURE CRIAR_JOB_LIMPA_proc IS BEGIN DBMS_SCHEDULER.CREATE_JOB ( job_name =&gt; 'JOB_LIMPA_TAB', job_type =&gt; 'STORED_PROCEDURE', job_action =&gt; 'SIIMA_JOB_LIMPA_TAB_pkg' || '.LIMPAR_TAB_proc', start_date =&gt; To_Date('12-NOV-2018 11:20 AM', 'dd-mon-yyyy hh:mi AM' AT TIME ZONE 'GMT'), repeat",sql|oracle-database|plsql|schedule|sql-job,26455049,Using data from a text file for database in SQL Developer,"I suppose this is somewhat of an extension of the question asked here . However, I believe the linked OP and my own reason for reading a file with SQL Developer are different. I am learning SQL and databases and am attempting to create a model database (as in, I won't be editing the data after inser",sql|database|oracle-database|oracle-sqldeveloper,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0674,0,待人工复核,,,
P067,30442858,Apex parse error when creating SQL query with sql function,I have the following function: CREATE OR REPLACE FUNCTION calc_a(BIDoctor number) RETURN number IS num_a number; BEGIN select count(NAppoint) into num_a from Appointment a where BIDoctor = a.BIDoctor; RETURN num_a; END calc_a; What we want is adding a column to a report that shows us the number of a,sql|oracle-database|oracle-apex,63670917,Can we have multiple '/ 'separated vaues in a cell in oracle database? Does it violate any rule?,Like I need to create a table out of this record then what is the best way to do it?,sql|oracle-database|normalization|ddl,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0701,0,待人工复核,,,
P068,53652416,The best overloaded method match for 'System.Data.Common.DbDataAdapter.Fill(System.Data.DataTable)' has some invalid arguments,I am trying fetch data from oracle database. I getting this error The best overloaded method match for 'System.Data.Common.DbDataAdapter.Fill(System.Data.DataTable)' has some invalid arguments here is my Profile class public class Profile { public string PROF_TEXT {set; get;} public string PROF_EMPL,c#|.net|oracle-database|asp.net-mvc-5,40407559,Segment free space SQL script doesn't work in Oracle 10g,"I have the following script that showed me, when using Oracle 9i database, if one or more segments in a tablespace were getting full (holding account of the auto-extent also). After upgrading the database to 10g it returns nothing, even if the segments are full. Why doesn't it work anymore? What mod",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0231,0,待人工复核,,,
P069,25272702,p:Calendar conversion to Object,"Hei there, I'm working on a primefaces application and in one of my composite components I'm trying to filter a table. TO achieve this I'm using a 'Clause' object that has a column-name, operator and value which will be stored in a map and sent to mybatis and limit the output of some selects. I prin",oracle-database|date|jsf|primefaces|mybatis,33086341,Trying to add a foreign key in SQLPLUS command line,"CREATE TABLE sales_rep ( slsrep_number VARCHAR (20), first VARCHAR (20) NOT NULL, last VARCHAR (20) NOT NULL, CONSTRAINT slsrep_number_pk PRIMARY KEY (slsrep_number) ); CREATE TABLE customer ( customer_number VARCHAR (20), CONSTRAINT customer_number_pk PRIMARY KEY (customer_number) ); ALTER TABLE cu",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0585,0,待人工复核,,,
P070,63361549,UNION table in second query based on the result of first query in Oracle sql,I am struggling with following problem (in further I provide pseudocode in order to make my example more understandable) Assume I have 2 queries which result I want to union with each other What query1 output looks like: ID OFFER 1 prod_1 2 prod_2 3 prod_2 4 prod_1 What query2 output looks like: ID ,sql|oracle-database|union,32679052,Run an Oracle Function not a Stored Proc in a package in .NET,"I'm using a Commercial vendors API and need help following a section of their instructions: QUOTE FROM API DOCUENTATION: 7) The next step is to locate the ELEMENT_ID using the following oracle function. nElementID := PK_TMX_STORAGE_MANAGEMENT.F_FIND_ID_BY_ADDRESS(‘FF-S01-R01-T01-001’, nBankID) ; I n",c#|.net|vb.net|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0613,0,待人工复核,,,
P071,75977379,How to Change LONG to CLOB in Oracle,How can I Change LONG datatype to CLOB in Oracle with function? ALTER TABLE &quot;TABLE_NAME&quot; ADD &quot;CLOB_NAME&quot; CLOB; UPDATE &quot;TABLE_NAME&quot; SET &quot;CLOB_NAME&quot; = TO_CLOB(&quot;LONG_NAME&quot;); ALTER TABLE &quot;TABLE_NAME&quot; DROP CLOUMN &quot;LONG_NAME&quot;; ALTER TAB,oracle-database|plsql|clob,78696282,Multiple values of column in where condition,"I have a table as below create table auto ( ID number, SEQ number, COLUMN_NME varchar2(10), RELATIONAL_OPERATOR varchar2(20), COLUMN_VALUE varchar2(20) ); insert into auto SELECT 1,1,'HONDA','=','ACCORD' FROM DUAL; insert into auto SELECT 1,2,'ENGINE','=','V6' FROM DUAL; insert into auto SELECT 1,3,",sql|oracle-database,不相关,0,核心主题和技术关键词不同，且来自不同聚类,0.0675,0,待人工复核,,,
